preset,group,group_field,card_count,main_card_count,trigger_card_count,non_trigger_card_count,g_zone_card_count,main_capacity,trigger_capacity,non_trigger_capacity,g_zone_capacity,basic_50_card_main,main_with_16_triggers_34_non_triggers,ride_deck_grade_0_1_2_3_choice,g_zone_16,main_50_any_mix_digits,main_50_any_mix_scientific,main_50_exact_16_triggers_digits,main_50_exact_16_triggers_scientific,ride_deck_choices_exact,issues
v_shinemon_if,ดาร์ค อิลเรกูลาร์ส,clan,25,23,6,17,2,92,24,68,8,True,True,True,False,15,5.877e+14,14,4.916e+13,150,
v_shinemon_if,ดาร์คโซน,nation,1,0,0,0,1,0,0,0,4,False,False,False,False,1,0,1,0,0,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34;missing_ride_grade_0_1_2_3
v_shinemon_if,ทาจิคาเสะ,clan,26,24,7,17,2,96,28,68,8,True,True,True,False,16,3.273e+15,15,3.691e+14,150,
v_shinemon_if,นารุคามิ,clan,48,46,11,35,2,184,44,140,8,True,True,True,False,27,2.906e+26,26,1.636e+25,2496,
v_shinemon_if,นุบาทามะ,clan,49,47,11,36,2,188,44,144,8,True,True,True,False,27,6.674e+26,26,3.451e+25,2704,
v_shinemon_if,มุราคุโมะ,clan,26,24,7,17,2,96,28,68,8,True,True,True,False,16,3.273e+15,15,3.691e+14,150,
v_shinemon_if,ยูไนเต็ทแซงทัวรี่,nation,1,0,0,0,1,0,0,0,4,False,False,False,False,1,0,1,0,0,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34;missing_ride_grade_0_1_2_3
v_shinemon_if,รอยัล พาลาดิน,clan,39,37,8,29,2,148,32,116,8,True,True,True,False,23,6.710e+22,22,2.385e+21,770,
v_shinemon_if,ลิงค์โจ๊กเกอร์,clan,26,24,6,18,2,96,24,72,8,True,True,True,False,16,3.273e+15,15,2.265e+14,240,
v_shinemon_if,สตาร์เกท,nation,1,0,0,0,1,0,0,0,4,False,False,False,False,1,0,1,0,0,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34;missing_ride_grade_0_1_2_3
v_shinemon_if,สไปค์ บราเธอร์ส,clan,26,24,7,17,2,96,28,68,8,True,True,True,False,16,3.273e+15,15,3.691e+14,150,
v_shinemon_if,อควอฟอร์ซ,clan,48,46,11,35,2,184,44,140,8,True,True,True,False,27,2.906e+26,26,1.636e+25,2304,
v_shinemon_if,เกรท เนเจอร์,clan,48,46,11,35,2,184,44,140,8,True,True,True,False,27,2.906e+26,26,1.636e+25,2574,
v_shinemon_if,เกียร์โครนิเคิล,clan,65,63,12,51,2,252,48,204,8,True,True,True,False,32,6.327e+31,31,1.189e+30,5780,
v_shinemon_if,เครย์เอเลเมนทัล,clan,8,7,0,7,1,28,0,28,4,False,False,False,False,1,0,1,0,0,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34;missing_ride_grade_0_1_2_3
v_shinemon_if,เจเนซิส,clan,57,55,8,47,2,220,32,188,8,True,True,True,False,30,3.014e+29,27,9.039e+26,3456,
v_shinemon_if,เนโอ เนคต้า,clan,61,59,12,47,2,236,48,188,8,True,True,True,False,31,4.741e+30,30,1.275e+29,6270,
v_shinemon_if,เบอร์มิวด้า ไทรแองเกิล,clan,101,99,14,85,2,396,56,340,8,True,True,True,False,40,5.945e+39,38,1.472e+37,71280,
v_shinemon_if,เพลมูน,clan,30,28,7,21,2,112,28,84,8,True,True,True,False,19,1.441e+18,17,9.879e+16,192,
v_shinemon_if,เมกาลานิก้า,nation,1,0,0,0,1,0,0,0,4,False,False,False,False,1,0,1,0,0,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34;missing_ride_grade_0_1_2_3
v_shinemon_if,เมก้าโคโลนี่,clan,26,24,7,17,2,96,28,68,8,True,True,True,False,16,3.273e+15,15,3.691e+14,150,
v_shinemon_if,แกรนบลู,clan,28,26,6,20,2,104,24,80,8,True,True,True,False,17,7.890e+16,16,3.663e+15,420,
v_shinemon_if,แองเจิล ฟิทเธอร์,clan,65,63,12,51,2,252,48,204,8,True,True,True,False,32,6.327e+31,31,1.189e+30,11856,
v_shinemon_if,โกลด์ พาลาดิน,clan,48,46,11,35,2,184,44,140,8,True,True,True,False,27,2.906e+26,26,1.636e+25,2574,
v_shinemon_if,โนว่า เกรปเปอร์,clan,50,48,11,37,2,192,44,148,8,True,True,True,False,28,1.507e+27,26,7.141e+25,3024,
v_shinemon_if,โอราเคิล ทิงค์ แทงค์,clan,26,24,7,17,2,96,28,68,8,True,True,True,False,16,3.273e+15,15,3.691e+14,150,
v_shinemon_if,ไดเมนชั่น โพลิส,clan,26,24,7,17,2,96,28,68,8,True,True,True,False,16,3.273e+15,15,3.691e+14,150,
d_overdress,Unknown,unknown,5,5,4,1,0,8,4,4,0,False,False,False,False,1,0,1,0,0,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34;missing_ride_grade_0_1_2_3
d_overdress,คาเงโร่,clan,6,6,0,6,0,24,0,24,0,False,False,False,False,1,0,1,0,0,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34;missing_ride_grade_0_1_2_3
d_overdress,ชาโดว์ พาลาดิน,clan,7,7,0,7,0,28,0,28,0,False,False,True,False,1,0,1,0,6,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34
d_overdress,ดราก้อนเอมไพร์,nation,123,123,14,109,0,489,53,436,0,True,True,True,False,44,5.175e+43,41,1.527e+40,242550,
d_overdress,ดาร์คสเตทส์,nation,124,124,13,111,0,496,52,444,0,True,True,True,False,44,7.990e+43,41,1.584e+40,164000,
d_overdress,บรันท์เกต,nation,125,124,13,111,0,496,52,444,0,True,True,True,False,44,7.990e+43,41,1.584e+40,160512,
d_overdress,รอยัล พาลาดิน,clan,7,7,0,7,0,28,0,28,0,False,False,True,False,1,0,1,0,8,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34
d_overdress,ลิริคัลโมนาสเทริโอ้,nation,200,200,31,169,0,800,124,676,0,True,True,True,False,54,1.019e+53,51,3.773e+50,1168272,
d_overdress,สโตยเคีย,nation,124,124,13,111,0,496,52,444,0,True,True,True,False,44,7.990e+43,41,1.584e+40,184800,
d_overdress,เคเทอร์แซงค์ทัวรี,nation,127,127,13,114,0,508,52,456,0,True,True,True,False,45,2.223e+44,41,3.527e+40,133950,
d_willdress,Unknown,unknown,19,15,6,9,0,60,24,36,0,True,True,True,False,7,1.786e+6,5,42795,8,
d_willdress,ดราก้อนเอมไพร์,nation,124,124,17,107,0,496,68,428,0,True,True,True,False,44,7.990e+43,42,1.441e+41,194250,
d_willdress,ดาร์คสเตทส์,nation,127,127,17,110,0,508,68,440,0,True,True,True,False,45,2.223e+44,42,3.294e+41,165464,
d_willdress,บรันท์เกต,nation,115,114,18,96,0,456,72,384,0,True,True,True,False,43,2.230e+42,41,1.175e+40,103600,
d_willdress,มาร์คเกอร์,nation,1,0,0,0,0,0,0,0,0,False,False,False,False,1,0,1,0,0,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34;missing_ride_grade_0_1_2_3
d_willdress,ลิงค์โจ๊กเกอร์,clan,10,8,0,8,2,32,0,32,8,False,False,True,False,1,0,1,0,8,main_capacity_below_50;trigger_capacity_below_16;non_trigger_capacity_below_34
d_willdress,ลิริคัลโมนาสเทริโอ้,nation,142,142,17,125,0,568,68,500,0,True,True,True,False,47,2.746e+46,44,1.551e+43,342720,
d_willdress,สโตยเคีย,nation,126,126,17,109,0,504,68,436,0,True,True,True,False,45,1.584e+44,42,2.506e+41,199950,
d_willdress,เกียร์โครนิเคิล,clan,18,16,5,11,2,64,20,44,8,True,True,True,False,8,5.710e+7,8,1.062e+7,30,
d_willdress,เคเทอร์แซงค์ทัวรี,nation,126,126,17,109,0,504,68,436,0,True,True,True,False,45,1.584e+44,42,2.506e+41,168000,
